성서번호	성서	장	절	문장
1	창세기	8	19	들짐승과 집짐승과 새와 땅 위를 기어다니는 길짐승들도 그 종류별로 모두 배에서 따라 나왔다.
1	창세기	8	20	노아는 야훼 앞에 제단을 쌓고 모든 정한 들짐승과 정한 새 가운데서 번제물을 골라 그 제단 위에 바쳤다.
1	창세기	8	21	"야훼께서 그 향긋한 냄새를 맡으시고 속으로 다짐하셨다. ""사람은 어려서부터 악한 마음을 품게 마련, 다시는 사람 때문에 땅을 저주하지 않으리라. 다시는 전처럼 모든 짐승을 없애버리지 않으리라."
1	창세기	8	22	"땅이 있는 한, 뿌리는 때와 거두는 때, 추위와 더위, 여름과 겨울, 밤과 낮이 쉬지 않고 오리라."""
1	창세기	9	1	"하느님께서 노아와 그의 아들들에게 복을 내리시며 말씀하셨다. ""많이 낳아, 온 땅에 가득히 불어나거라."
1	창세기	9	2	들짐승과 공중의 새와 땅 위를 기어 다니는 길짐승과 바닷고기가 다 두려워 떨며 너희의 지배를 받으리라.
1	창세기	9	3	살아 움직이는 모든 짐승이 너희의 양식이 되리라. 내가 전에 풀과 곡식을 양식으로 주었듯이 이제 이 모든 것을 너희에게 준다.
1	창세기	9	4	그러나 피가 있는 고기를 그대로 먹어서는 안 된다. 피는 곧 그 생명이다.
1	창세기	9	5	"너희 생명인 피를 흘리게 하는 자에게 나는 앙갚음을 하리라. 어떤 짐승에게도 앙갚음을 하리라. 사람이 같은 사람의 피를 흘리면, 그에게도 앙갚음을 하리라."
1	창세기	9	6	사람은 하느님의 모습으로 만들어졌으니 남의 피를 흘리는 사람은 제 피도 흘리게 되리라.
1	창세기	9	7	"너희는 많이 낳고 불어나거라. 땅 가득히 퍼져 땅을 정복하여라."""
1	창세기	9	8	하느님께서 노아와 그의 아들들에게 또 말씀하셨다.
1	창세기	9	9	이제 나는 너희와 너희 후손과 계약을 세운다.
1	창세기	9	10	"배 밖으로 나와, 너와 함께 있는 새와 집짐승과 들짐승과 그 밖에 땅에 있는 모든 짐승과도 나는 계약을 세운다."
1	창세기	9	11	"나는 너희와 계약을 세워 다시는 홍수로 모든 동물을 없애버리지 않을 것이요, 다시는 홍수로 땅을 멸하지 않으리라."""
1	창세기	9	12	"하느님께서 또 말씀하셨다. ""너뿐 아니라 너와 함께 지내며 숨쉬는 모든 짐승과 나 사이에 대대로 세우는 계약의 표는 이것이다."
1	창세기	9	13	"내가 구름 사이에 무지개를 둘 터이니, 이것이 나와 땅 사이에 세워진 계약의 표가 될 것이다."
1	창세기	9	14	"내가 구름으로 땅을 덮을 때, 구름 사이에 무지개가 나타나면,"
1	창세기	9	15	나는 너뿐 아니라 숨쉬는 모든 짐승과 나 사이에 세워진 내 계약을 기억하고 다시는 물이 홍수가 되어 모든 동물을 쓸어버리지 못하게 하리라.
1	창세기	9	16	"무지개가 구름 사이에 나타나면, 나는 그것을 보고 하느님과 땅에 살고 있는 모든 동물 사이에 세워진 영원한 계약을 기억할 것이다."""
1	창세기	9	17	"하느님께서는 노아에게 ""이것이 땅 위에 있는 모든 짐승과 나 사이에 세워진 계약의 표이다."" 하고 다시 다짐하셨다."
1	창세기	9	18	배에서 나온 노아의 아들은 셈과 함과 야벳이었다. 함은 가나안의 조상이다.
1	창세기	9	19	"이 세 사람이 노아의 아들인데, 온 세상 사람이 그들에게서 퍼져 나갔다."
1	창세기	9	20	"한편, 노아는 포도원을 가꾸는 첫 농군이 되었는데,"
1	창세기	9	21	하루는 포도주를 마시고 취하여 벌거벗은 채로 천막 안에 누워 있었다.
1	창세기	9	22	마침 가나안의 조상 함이 아버지가 벗은 것을 보고 밖에 나가 형과 아우에게 그 이야기를 하였다.
1	창세기	9	23	"셈과 야벳은 겉옷을 집어 어깨에 걸치고 뒷걸음으로 들어가, 아버지의 벗은 몸을 덮어드렸다. 그들은 얼굴을 돌린 채 아버지의 벗은 몸을 보지 않았다."
1	창세기	9	24	노아는 술이 깨어 작은아들이 한 일을 알고
1	창세기	9	25	"이렇게 말하였다. ""가나안은 저주를 받아 형제들에게 천대받는 종이 되어라."""
1	창세기	9	26	"그는 또 말했다. ""셈의 하느님, 야훼는 찬양받으실 분, 가나안은 셈의 종이 되어라."
1	창세기	9	27	"하느님께서 야벳을 흥하게 하시어 셈의 천막에서 살게 하시고, 가나안은 그의 종이 되어라."""
1	창세기	9	28	"노아는 홍수가 있은 뒤에도 삼백오십 년이나 더 살아,"
1	창세기	9	29	모두 구백오십 년을 살고 죽었다.
1	창세기	10	1	노아의 아들 셈과 함과 야벳의 계보는 아래와 같다. 홍수가 있은 뒤에 그들은 자식을 낳았다.
1	창세기	10	2	"야벳의 아들은 고멜, 마곡, 메대, 야완, 두발, 메섹, 디라스,"
1	창세기	10	3	"고멜의 아들은 아스그낫, 리밧, 도가르마,"
1	창세기	10	4	"야완의 아들은 엘리사아, 다르싯, 기띰, 로다님이었다."
1	창세기	10	5	이들에게서 바다를 끼고 사는 백성들이 갈라져 나왔다. 이들이 지방과 언어와 씨족과 부족을 따라 갈려 나간 야벳의 후손들이다.
1	창세기	10	6	"함의 아들은 구스, 이집트, 리비아, 가나안,"
1	창세기	10	7	"구스의 아들은 스바, 하윌라, 삽다아, 라아마, 삽드가, 라아마의 아들은 세바와 드단이었다."
1	창세기	10	8	구스에게서 니므롯이 났는데 그는 세상에 처음 나타난 장사였다.
1	창세기	10	9	그는 야훼께서도 알아주시는 힘센 사냥꾼이었다. 그래서 '야훼께서도 알아주시는 니므롯 같은 힘센 사냥꾼'이라는 속담까지 생겼다.
1	창세기	10	10	그의 나라는 시날 지방인 바벨과 에렉과 아깟과 갈네에서 시작되었다.
1	창세기	10	11	"그는 그 지방을 떠나 아시리아로 나와서 니느웨와 르호봇 성과 갈라를 세우고,"
1	창세기	10	12	니느웨와 갈라 사이에 레센이라는 아주 큰 성을 세웠다.
1	창세기	10	13	"이집트에게서 리디아족, 아남족, 르합족, 납두족,"
1	창세기	10	14	"바드루스족, 가슬루족, 갑돌족이 나왔다. 이 갑돌족에서 불레셋족이 나왔다."
1	창세기	10	15	가나안에게서 태어난 첫아들은 시돈이었다. 또 그에게서 헷족과
1	창세기	10	16	"여부스족, 아모리족, 기르갓족,"
1	창세기	10	17	"히위족, 아르키족, 신족,"
1	창세기	10	18	"아르왓족, 스말족, 하맛족이 나왔다. 가나안족은 뒤에 사방으로 흩어져 나갔다."
1	창세기	10	19	"가나안 지방의 경계선은 시돈에서 시작하여 그랄 쪽으로 내려가다가 가자에 이르고, 거기서 소돔과 고모라와 아드마와 스보임 쪽으로 라사에 이르렀다."
1	창세기	10	20	이것이 씨족과 언어와 지방과 부족을 따라서 갈려 나간 함의 후손들이다.
1	창세기	10	21	"셈에게서도 아들이 태어났다. 에벨의 모든 후손이 그에게서 나왔는데, 그는 또한 야벳의 맏형이기도 하다."
1	창세기	10	22	"셈에게서는 엘람과 아시리아, 아르박삿, 룻, 아람이 났다."
1	창세기	10	23	"아람의 아들들은 우스, 훌, 게델, 마스였다."
1	창세기	10	24	아르박삿은 셀라를 낳았고 셀라는 에벨을 낳았다.
1	창세기	10	25	"에벨은 아들 둘을 낳았는데, 그 중의 한 아들은 벨렉이라 불리었다. 그의 시대에 인종이 갈라졌다고 해서 그렇게 부른 것이다. 그의 아우는 욕단이라고 불리었다."
1	창세기	10	26	"욕단에게서 알모닷, 셀렙, 하살마윗, 예라,"
1	창세기	10	27	"하도람, 우잘, 디클라,"
1	창세기	10	28	"오발, 아비마엘, 세바,"
1	창세기	10	29	"오빌, 하윌라, 요밥이 났다. 이들은 모두 욕단의 후손들이다."
1	창세기	10	30	그들이 살던 지방은 메사에서 스바르에 이르는 동쪽 산악 지대였다.
1	창세기	10	31	이상이 씨족과 언어와 지방과 부족을 따라 갈려 나간 셈의 후손들이다.
1	창세기	10	32	각 부족의 계보를 따라 나누어진 노아 후손들의 씨족은 위와 같다. 그들에게서 부족들이 세상에 갈라져 나간 것은 홍수가 있은 뒤의 일이었다.
1	창세기	11	1	온 세상이 한 가지 말을 쓰고 있었다. 물론 낱말도 같았다.
1	창세기	11	2	사람들은 동쪽에서 옮아 오다가 시날 지방 한 들판에 이르러 거기 자리를 잡고는
1	창세기	11	3	"의논하였다. ""어서 벽돌을 빚어 불에 단단히 구워내자."" 이리하여 사람들은 돌 대신에 벽돌을 쓰고, 흙 대신에 역청을 쓰게 되었다."
1	창세기	11	4	"또 사람들은 의논하였다. ""어서 도시를 세우고 그 가운데 꼭대기가 하늘에 닿게 탑을 쌓아 우리 이름을 날려 사방으로 흩어지지 않도록 하자."""
1	창세기	11	5	야훼께서 땅에 내려오시어 사람들이 이렇게 세운 도시와 탑을 보시고
1	창세기	11	6	"생각하셨다. ""사람들이 한 종족이라 말이 같아서 안 되겠구나. 이것은 사람들이 하려는 일의 시작에 지나지 않겠지. 앞으로 하려고만 하면 못할 일이 없겠구나."
1	창세기	11	7	"당장 땅에 내려가서 사람들이 쓰는 말을 뒤섞어놓아 서로 알아듣지 못하게 해야겠다."""
1	창세기	11	8	야훼께서는 사람들을 거기에서 온 땅으로 흩으셨다. 그리하여 사람들은 도시를 세우던 일을 그만두었다.
1	창세기	11	9	야훼께서 온 세상의 말을 거기에서 뒤섞어놓아 사람들을 온 땅에 흩으셨다고 해서 그 도시의 이름을 바벨이라고 불렀다.
1	창세기	11	10	셈의 후손은 다음과 같다. 셈은 홍수가 끝난 지 이 년 뒤 그의 나이 백 세가 되어 아르박삿을 낳았다.
1	창세기	11	11	셈은 아르박삿을 낳은 뒤 오백 년 동안을 더 살면서 아들딸을 낳았다.
1	창세기	11	12	아르박삿은 삼십오 세 되던 해에 셀라를 낳았다.
1	창세기	11	13	아르박삿은 셀라를 낳은 뒤 사백삼 년 동안을 더 살면서 아들딸을 낳았다.
1	창세기	11	14	셀라는 삼십 세 되던 해에 에벨을 낳았다.
1	창세기	11	15	셀라는 에벨을 낳은 뒤 사백삼 년 동안을 더 살면서 아들딸을 낳았다.
1	창세기	11	16	에벨은 삼십사 세 되던 해에 벨렉을 낳았다.
1	창세기	11	17	에벨은 벨렉을 낳은 뒤 사백삼십 년 동안을 더 살면서 아들딸을 낳았다.
1	창세기	11	18	벨렉은 삼십 세 되던 해에 르우를 낳았다.
1	창세기	11	19	벨렉은 르우를 낳은 뒤 이백구 년 동안을 더 살면서 아들딸을 낳았다.
1	창세기	11	20	르우는 삼십이 세 되던 해에 스룩을 낳았다.
1	창세기	11	21	르우는 스룩을 낳은 뒤 이백칠 년 동안을 더 살면서 아들딸을 낳았다.
1	창세기	11	22	스룩은 삼십 세 되던 해에 나홀을 낳았다.
1	창세기	11	23	스룩은 나홀을 낳은 뒤 이백 년 동안을 더 살면서 아들딸을 낳았다.
1	창세기	11	24	나홀은 이십구 세 되던 해에 데라를 낳았다.
1	창세기	11	25	나홀은 데라를 낳은 뒤 백십구 년 동안을 더 살면서 아들딸을 낳았다.
1	창세기	11	26	데라는 칠십 세가 되기까지 아브람과 나홀과 하란을 낳았다.
1	창세기	11	27	데라의 후손은 다음과 같다. 데라는 아브람과 나홀과 하란을 낳았고 하란은 롯을 낳았다.
1	창세기	11	28	하란은 고향인 갈대아 우르에서 자기의 아버지보다 먼저 죽었다.
1	창세기	11	29	"아브람과 나홀이 아내를 맞았는데, 아브람의 아내 이름은 사래요, 나홀의 아내는 밀가였다. 밀가는 하란의 딸로서 이스가와는 동기간이었다."
1	창세기	11	30	사래는 잉태를 하지 못하는 몸이었으므로 자식이 없었다.
1	창세기	11	31	"데라는 아들 아브람과 아들 하란에게서 난 손자 롯과, 아들 아브람의 아내인 며느리 사래를 데리고 갈대아 우르에서 가나안을 향하여 길을 떠나다가 하란에 이르러 거기에다 자리잡고 살았다."
1	창세기	11	32	데라는 이백오 년을 살고 하란에서 죽었다.
1	창세기	12	1	"야훼께서 아브람에게 말씀하셨다. ""네 고향과 친척과 아비의 집을 떠나 내가 장차 보여줄 땅으로 가거라."
1	창세기	12	2	나는 너를 큰 민족이 되게 하리라. 너에게 복을 주어 네 이름을 떨치게 하리라. 네 이름은 남에게 복을 끼쳐주는 이름이 될 것이다.
1	창세기	12	3	"너에게 복을 비는 사람에게는 내가 복을 내릴 것이며 너를 저주하는 사람에게는 저주를 내리리라. 세상 사람들이 네 덕을 입을 것이다."""
1	창세기	12	4	"아브람은 야훼께서 분부하신 대로 길을 떠났다. 롯도 함께 떠났다. 하란을 떠날 때, 아브람의 나이는 칠십오 세였다."
1	창세기	12	5	아브람은 아내 사래와 조카 롯과 하란에서 모은 재산과 거기에서 얻은 사람들을 거느리고 가나안 땅을 향하여 길을 떠나 마침내 가나안에 이르렀다.
1	창세기	12	6	아브람은 가나안 땅을 거쳐 모레의 상수리나무가 있는 세겜 성소에 이르게 되었다. 그 때 그 땅에는 가나안 사람들이 살고 있었다.
1	창세기	12	7	"야훼께서 아브람에게 나타나시어 ""내가 이 땅을 네 자손에게 주리라."" 하셨다. 아브람은 야훼께서 자기에게 나타나셨던 그 자리에 제단을 쌓아 야훼께 바쳤다."
1	창세기	12	8	아브람은 그 곳을 떠나 베델 동쪽에 있는 산악 지대로 옮겨가서 서쪽으로는 베델이 보이고 동쪽으로는 아이가 보이는 곳에 천막을 쳤다. 아브람은 거기에 제단을 쌓아 야훼께 바치고 야훼의 이름을 불러 예배를 드렸다.
1	창세기	12	9	아브람은 다시 길을 떠나 네겝 쪽으로 옮겨갔다.
1	창세기	12	10	"마침 그 지방에 흉년이 들었는데, 그 흉년이 너무나 심하여 아브람은 이집트에 몸붙여 살려고 옮겨간 일이 있었다."
1	창세기	12	11	"이집트 땅에 발을 들여놓기 전에 아브람이 아내 사래에게 당부하였다. ""나는 당신이 정말 아름다운 여자라고 생각하오."
1	창세기	12	12	이집트인들이 당신을 보면 당신의 남편이라고 해서 나를 죽이고 당신만 살려둘 것이오.
1	창세기	12	13	"그러니 나를 오라버니라고 부르시오. 그러면 내가 당신 덕으로 죽음을 면하고 대접도 받을 것이오."""
1	창세기	12	14	아브람은 이집트에 들어갔다. 이집트인들이 보기에 그의 아내는 정말 아름다웠다.
1	창세기	12	15	이집트 왕의 신하들은 그를 보고 왕 앞에 나아가 아름다운 여인이 나타났다고 아뢰었다. 그리하여 사래는 왕궁으로 불려 들어갔다.
